sec,nanosec,frame_id,x,y,z,qx,qy,qz,qw
1783598426,402114617,base,0.239915668964386,-0.5441964268684387,0.8154406547546387,0.05009178835924029,-0.6941216401602673,0.7094139659323951,0.11143506312323587
1783598432,712116508,base,0.2405439019203186,-0.5441574454307556,0.8146393895149231,0.0511000285712649,-0.694046011673066,0.7093386173961804,0.11192681831375945
1783598432,764107559,base,0.2411247342824936,-0.5441190004348755,0.8138163089752197,0.05187240788974501,-0.6942314590736242,0.7090645653126443,0.11215775177619633
1783598432,819108903,base,0.24177992343902588,-0.5440850257873535,0.8130508661270142,0.052623824095739034,-0.6943361670455465,0.7088379910771109,0.11259100902239037
1783598433,31111425,base,0.24269866943359375,-0.5440081357955933,0.8126507997512817,0.05245160349413058,-0.6942060791980698,0.7089991546632525,0.1124586091334682
1783598433,141107046,base,0.24362164735794067,-0.5439691543579102,0.8122658729553223,0.050292209962056814,-0.6941302704699116,0.7095475816905243,0.11043589194696381
1783598433,188112045,base,0.244552880525589,-0.5439698696136475,0.8118578195571899,0.04968170591220322,-0.6939771575244199,0.7097981993160523,0.11006344837766478
1783598433,226115326,base,0.24550609290599823,-0.5439661741256714,0.8115126490592957,0.049333082685281145,-0.6937658977525637,0.7100363996927685,0.11001558287696878
1783598433,261112681,base,0.2464996725320816,-0.5439850091934204,0.8112528324127197,0.049101649374003964,-0.6934629724247046,0.7103114963045363,0.11025291524037123
1783598433,297152134,base,0.2474965900182724,-0.5440776348114014,0.8110899925231934,0.049016839917003355,-0.6930457059258677,0.7106202362141179,0.11092276217017766
1783598433,339113252,base,0.24848467111587524,-0.544247567653656,0.8111198544502258,0.0485784271177676,-0.6925280270790035,0.711050309215043,0.11159075647649906
1783598433,383110233,base,0.24949327111244202,-0.5443387031555176,0.8112162351608276,0.04789263232135351,-0.6920414952763344,0.7115291034102212,0.11185334995818946
1783598433,427117345,base,0.25049933791160583,-0.5442924499511719,0.8113351464271545,0.04684386147509539,-0.6916243658678892,0.7120747970188931,0.11140409589889028
1783598433,483107188,base,0.25150570273399353,-0.5442575216293335,0.8114444613456726,0.045622273167379344,-0.6912147806094033,0.7126482090891569,0.11078471665421302
1783598433,574111777,base,0.252499520778656,-0.5443779826164246,0.8114537596702576,0.04487757710654106,-0.6907611609027253,0.7131082418198273,0.11095782648275655
1783598433,659108167,base,0.25349128246307373,-0.5442467927932739,0.8113126158714294,0.04503069166957093,-0.6904549440849815,0.7133502428979285,0.11124587247492079
1783598433,723107409,base,0.2544759511947632,-0.5441145300865173,0.811111569404602,0.045001710091818414,-0.690196801769946,0.7135938791140637,0.11129673259008017
1783598433,771108234,base,0.25543543696403503,-0.5440558195114136,0.8107854127883911,0.04466576012402163,-0.6900051544989833,0.7138274950846326,0.11112226698214638
1783598433,813113098,base,0.25636979937553406,-0.544065535068512,0.8103957176208496,0.044422875650346215,-0.6898212509951872,0.7140153575867666,0.11115451154595637
1783598433,858113660,base,0.25736433267593384,-0.5440991520881653,0.8102241158485413,0.043578905025722946,-0.6895066373741066,0.7144190847292387,0.11084607870926018
1783598433,904109626,base,0.2583582401275635,-0.5441579222679138,0.810366153717041,0.042383746460684296,-0.6890137330999849,0.7150187900168102,0.11050706149756868
1783598433,947114101,base,0.2593146860599518,-0.5442321300506592,0.8106845617294312,0.041569420046556456,-0.688400270900797,0.7156233741057761,0.11072586887291988
1783598433,988116348,base,0.26028063893318176,-0.5442976951599121,0.8109845519065857,0.04119509517739207,-0.6877651734382114,0.7161550883937783,0.1113728469856446
1783598434,28117189,base,0.26126477122306824,-0.5443670749664307,0.8112038373947144,0.04106993362760381,-0.6871479766586281,0.7166199326077571,0.11223547681918779
1783598434,69111411,base,0.26224836707115173,-0.5444729924201965,0.811369001865387,0.04117131754197855,-0.6865289908360642,0.7170276621119664,0.11337634807224084
1783598434,117111995,base,0.2632312476634979,-0.5445916056632996,0.8115732669830322,0.04129995507112964,-0.6858754227113061,0.7174474034102739,0.11462303320333027
